1.0, 2.4864816306432087, 2.0140180046081544, 0.15946666666666667, 0.2186
2.0, 1.8448525602552626, 1.8471185264587402, 0.3101333333333333, 0.3208
3.0, 1.6333663445366753, 1.5458182954788209, 0.3963111111111111, 0.405
4.0, 1.4998197410477532, 1.4651122386932374, 0.4492, 0.46
5.0, 1.373817209455702, 1.338361093521118, 0.5011777777777778, 0.5272
6.0, 1.2550660834206475, 1.2554447158813478, 0.5453111111111111, 0.5502
7.0, 1.1305268515692817, 1.116407176589966, 0.5906, 0.6032
8.0, 1.0197817756440903, 0.9857039910316467, 0.6354666666666666, 0.6384
9.0, 0.9117895828458998, 0.9250208295822143, 0.6781111111111111, 0.678
10.0, 0.8256664528952704, 0.7956264319419861, 0.7112666666666667, 0.7224
11.0, 0.7480825660281711, 0.7694826669692993, 0.7361777777777778, 0.7324
12.0, 0.6935179787635803, 0.7799752940177918, 0.7577777777777778, 0.7274
13.0, 0.6376064596494039, 0.6161604979515075, 0.7796444444444445, 0.7866
14.0, 0.5969474161571926, 0.5958586847305298, 0.7918444444444445, 0.7958
15.0, 0.561119053559833, 0.6017995164394379, 0.8051777777777778, 0.7932
16.0, 0.5180305993186103, 0.5898321398735047, 0.8217777777777778, 0.7922
17.0, 0.4792801575448778, 0.5894688049793243, 0.8339777777777778, 0.795
18.0, 0.4423499007119073, 0.5319711702823638, 0.8483777777777778, 0.8186
19.0, 0.41939531394110785, 0.45326276783943176, 0.8547777777777777, 0.844
20.0, 0.38642419003513123, 0.4399430006027222, 0.8655555555555555, 0.8454
21.0, 0.3542107872943083, 0.44994547853469846, 0.8774444444444445, 0.8476
22.0, 0.32740171520709993, 0.4266232831954956, 0.8867777777777778, 0.8542
23.0, 0.2968070972230699, 0.38313640377521513, 0.8963555555555556, 0.8704
24.0, 0.272058759355545, 0.3727662389755249, 0.9059333333333334, 0.8698
25.0, 0.24387604697148005, 0.3670721839427948, 0.9161555555555555, 0.8736
26.0, 0.2223071999154985, 0.34728967717289927, 0.9243333333333333, 0.8816
27.0, 0.2025037214451366, 0.35207008172832427, 0.9315111111111111, 0.8814
28.0, 0.18468296858204736, 0.3470334468126297, 0.9374, 0.8854
29.0, 0.1728959757467111, 0.3560186297655106, 0.9413777777777778, 0.8842
30.0, 0.16255562445720037, 0.3282657269001007, 0.9453555555555555, 0.8914
